respondent_id,bumo,region,gender,age_band,income_band,household_size,wash_freq_per_day,skin_type,benefits_sought,is_aware,awareness_channel,is_trialist,familiarity,is_repeater,trial_barriers,trial_drivers,concept_relevance,concept_purchase_intent,value_perception,price_index_vs_others,benefit_perception_pre,rating_suitable_for_daily_use,rating_rinses_off_cleanly,rating_controls_oil_throughout_the_,rating_deep_cleansing_feel,rating_refreshing_feel_during_wash,rating_gentle__non-irritating_on_s,rating_easy_to_lather,rating_attractive_packaging,rating_pleasant_scent,rating_leaves_skin_feeling_soft,rating_skin_looks_brighter_after_wa,rating_reduces_appearance_of_dark_s,rating_skin_feels_hydrated_not_tig,rating_long-lasting_matte_finish,rating_suitable_for_sensitive_skin,rating_visibly_improved_skin_textur,overall_product_rating,product_superiority,repeat_intent,recommend_intent,benefit_perception_post,suggested_improvements,purchase_channel,pack_size_bought,time_since_last_purchase,time_since_last_use
R1215,Anti-aging / Moisture,Luzon,Female,46–59,"PHP 25,001–40,000",4,2,Dry,Keeps skin hydrated|Gentle / non-irritating|Deep cleansing,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Definitely would not,Fairly good value,A little higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1216,Anti-aging / Moisture,Mindanao,Female,18–24,"PHP 18,001–25,000",6,2,Dry,Brightens / evens skin tone|Keeps skin hydrated|Controls excess oil,True,Drugstore display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Not recommended by friends / family,,Somewhat irrelevant,Probably would buy,Average value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1217,Anti-aging / Moisture,Visayas,Male,18–24,"PHP 60,001–100,000",5,1,Normal,Keeps skin hydrated|Gentle / non-irritating|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1218,Anti-aging / Moisture,Luzon,Female,25–35,"PHP 60,001–100,000",4,2,Oily,Keeps skin hydrated|Gentle / non-irritating|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1219,Anti-aging / Moisture,Mindanao,Female,36–45,"PHP 60,001–100,000",5,2,Normal,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,True,Family / Friends,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Did not like / relate to TikTok content,,Somewhat irrelevant,Definitely would buy,Fairly good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1220,Anti-aging / Moisture,Visayas,Female,25–35,"PHP 10,001–18,000",6,3,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1221,Multi-benefit / Other,Mindanao,Male,25–35,"PHP 25,001–40,000",4,2,Combination,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Deep cleansing,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Not convinced the brightening claim is real,,Somewhat relevant,Probably would buy,Very good value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1222,Multi-benefit / Other,Luzon,Male,18–24,"PHP 18,001–25,000",5,1,Dry,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Definitely would not,Somewhat poor value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1223,Multi-benefit / Other,Luzon,Female,25–35,"PHP 100,001+",2,2,Oily,Keeps skin hydrated|Controls excess oil|Gentle / non-irritating,True,Facebook,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Very relevant,Definitely would buy,Very poor value,A lot lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1224,Multi-benefit / Other,Visayas,Female,25–35,"PHP 25,001–40,000",6,2,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Prevents breakouts,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Very relevant,Probably would buy,Somewhat poor value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1225,Multi-benefit / Other,Luzon,Female,25–35,"PHP 10,001–18,000",3,1,Dry,Brightens / evens skin tone|Controls excess oil|Anti-aging / firming,True,TikTok,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Definitely would not,Average value,A little higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1226,Multi-benefit / Other,Luzon,Male,25–35,"PHP 25,001–40,000",6,3,Oily,Controls excess oil|Prevents breakouts|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1227,Multi-benefit / Other,Mindanao,Female,36–45,"PHP 25,001–40,000",4,3,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1228,Multi-benefit / Other,Luzon,Male,46–59,"PHP 18,001–25,000",2,1,Dry,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Deep cleansing,True,Facebook,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Probably would buy,Average value,A little lower,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1229,Multi-benefit / Other,Mindanao,Male,18–24,"PHP 18,001–25,000",5,2,Normal,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not convinced the brightening claim is real,,Not sure,Might or might not,Fairly good value,A lot higher,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1230,Multi-benefit / Other,Luzon,Female,18–24,"PHP 100,001+",2,2,Normal,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Deep cleansing,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Did not like / relate to TV ad|Price too high for perceived benefit,,Somewhat relevant,Probably would buy,Fairly good value,A lot lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1231,Multi-benefit / Other,Luzon,Male,25–35,"PHP 10,001–18,000",4,1,Sensitive,Controls excess oil|Anti-aging / firming,True,Facebook,False,"Seen/heard, don't want to buy",False,Price too high for perceived benefit|Did not like / relate to TikTok content,,Very relevant,Might or might not,Fairly good value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1232,Multi-benefit / Other,Luzon,Female,46–59,"PHP 18,001–25,000",5,2,Dry,Prevents breakouts,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Very relevant,Probably would not,Fairly good value,About the same,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1233,Multi-benefit / Other,Luzon,Female,36–45,"PHP 25,001–40,000",5,2,Normal,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Prevents breakouts,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1234,Multi-benefit / Other,Luzon,Male,36–45,"PHP 10,001–18,000",4,1,Oily,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1235,Multi-benefit / Other,Visayas,Female,18–24,"PHP 10,001–18,000",2,3,Oily,Keeps skin hydrated,True,Drugstore display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Might or might not,Somewhat poor value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1236,Multi-benefit / Other,Visayas,Female,18–24,"PHP 10,001–18,000",6,2,Dry,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TV ad,False,"Seen/heard, don't want to buy",False,Did not like / relate to TV ad,,Somewhat relevant,Probably would buy,Fairly good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1237,Multi-benefit / Other,Mindanao,Female,36–45,"PHP 25,001–40,000",2,2,Oily,Keeps skin hydrated|Smells pleasant,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1238,Multi-benefit / Other,Visayas,Male,36–45,"PHP 60,001–100,000",4,2,Oily,Brightens / evens skin tone|Controls excess oil|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1239,Multi-benefit / Other,Visayas,Male,18–24,"PHP 10,001–18,000",4,2,Sensitive,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,True,Facebook,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Did not like / relate to TikTok content,,Somewhat relevant,Probably would not,Somewhat poor value,A little higher,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1240,Multi-benefit / Other,Luzon,Male,36–45,"PHP 25,001–40,000",2,2,Oily,Reduces dark spots & hyperpigmentation|Controls excess oil|Prevents breakouts,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not convinced the brightening claim is real,,Somewhat relevant,Definitely would not,Fairly good value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1241,Multi-benefit / Other,Luzon,Female,25–35,"PHP 18,001–25,000",4,2,Sensitive,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,Beauty influencer,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Not recommended by friends / family,,Very relevant,Definitely would not,Fairly good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1242,Multi-benefit / Other,Visayas,Male,18–24,"PHP 40,001–60,000",6,2,Dry,Prevents breakouts|Gentle / non-irritating|Deep cleansing,True,Online shopping site,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Very irrelevant,Might or might not,Average value,A little higher,Gentle on skin,,,,,,,,,,,,,,,,,,,,,,,,,,
R1243,Multi-benefit / Other,Mindanao,Female,46–59,"PHP 25,001–40,000",2,2,Combination,Keeps skin hydrated|Deep cleansing|Anti-aging / firming,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Definitely would buy,Average value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1244,Multi-benefit / Other,Visayas,Female,25–35,"PHP 18,001–25,000",3,2,Combination,Brightens / evens skin tone|Controls excess oil,True,Family / Friends,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Did not like / relate to TikTok content,,Very relevant,Definitely would buy,Average value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1245,Multi-benefit / Other,Visayas,Female,25–35,"PHP 18,001–25,000",2,2,Combination,Brightens / evens skin tone|Controls excess oil|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1246,Multi-benefit / Other,Visayas,Male,36–45,"PHP 25,001–40,000",4,3,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1247,Multi-benefit / Other,Luzon,Male,46–59,"PHP 25,001–40,000",4,1,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Gentle / non-irritating,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat irrelevant,Probably would buy,Very good value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1248,Multi-benefit / Other,Visayas,Female,18–24,"PHP 18,001–25,000",3,2,Combination,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,True,Drugstore display,False,"Seen/heard, considering but haven't bought",False,Difficult to find in store,,Very relevant,Probably would buy,Fairly good value,A little higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1249,Multi-benefit / Other,Mindanao,Female,18–24,"PHP 60,001–100,000",4,3,Oily,Keeps skin hydrated|Controls excess oil|Gentle / non-irritating,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Probably would not,Very poor value,About the same,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1250,Multi-benefit / Other,Luzon,Female,18–24,"PHP 18,001–25,000",2,2,Oily,Brightens / evens skin tone|Gentle / non-irritating|Smells pleasant,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Definitely would not,Fairly good value,A little higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1251,Multi-benefit / Other,Mindanao,Male,46–59,"PHP 18,001–25,000",5,1,Combination,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,True,TikTok,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat relevant,Probably would not,Very good value,A lot lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1252,Multi-benefit / Other,Mindanao,Female,18–24,"PHP 40,001–60,000",2,2,Combination,Brightens / evens skin tone|Keeps skin hydrated|Controls excess oil,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Very irrelevant,Probably would buy,Average value,A little higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1253,Multi-benefit / Other,Mindanao,Female,18–24,"PHP 100,001+",2,2,Combination,Keeps skin hydrated|Controls excess oil|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1254,Multi-benefit / Other,Visayas,Male,18–24,"PHP 10,001–18,000",4,2,Dry,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,True,TV ad,True,Bought within past 3 months,False,,Liked / related to TV ad|Attractive packaging,,,,,,5,4,5,5,5,5,5,3,5,5,4,5,2,5,5,3,5,Better than BUMO,Definitely would buy again,Might or might not,Reduces dark spots,Improve moisturising effect — skin feels dry after use,Drugstore,100ml,1–2 weeks ago,1 month ago
R1255,Multi-benefit / Other,Luzon,Male,46–59,"PHP 10,001–18,000",2,2,Sensitive,Keeps skin hydrated|Controls excess oil,True,TV ad,True,Bought within past 3 months,False,,Product addresses my skin needs|Recommended by friends / family,,,,,,5,5,5,5,5,5,4,4,3,3,4,5,5,4,5,1,5,Better than BUMO,Probably would buy again,Definitely would recommend,Controls oil / prevents breakouts,Improve moisturising effect — skin feels dry after use,E-commerce,150ml,1 month ago,3 months ago
R1256,Multi-benefit / Other,Visayas,Female,25–35,"PHP 18,001–25,000",4,1,Oily,Brightens / evens skin tone|Keeps skin hydrated|Controls excess oil,True,Beauty influencer,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not convinced the brightening claim is real,,Somewhat relevant,Probably would buy,Somewhat poor value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1257,Multi-benefit / Other,Visayas,Female,25–35,"PHP 25,001–40,000",3,2,Dry,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1258,Multi-benefit / Other,Visayas,Female,36–45,"PHP 18,001–25,000",4,2,Dry,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Smells pleasant,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1259,Multi-benefit / Other,Luzon,Female,25–35,"PHP 18,001–25,000",5,1,Combination,Prevents breakouts|Gentle / non-irritating|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1260,Multi-benefit / Other,Visayas,Female,36–45,"PHP 10,001–18,000",6,2,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,Radio,True,Bought within past 3 months,False,,Liked / related to TV ad|Liked price for perceived benefit|Product addresses my skin needs,,,,,,5,5,5,5,5,4,5,5,5,3,4,3,5,5,5,5,4,Same as BUMO,Probably would buy again,Definitely would recommend,Controls oil / prevents breakouts|Reduces dark spots,Improve moisturising effect — skin feels dry after use,Drugstore,50ml travel,Less than 1 week,1 month ago
R1261,Multi-benefit / Other,Luzon,Female,25–35,"PHP 40,001–60,000",4,2,Normal,Brightens / evens skin tone|Prevents breakouts|Deep cleansing,True,Drugstore display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Packaging not appealing,,Not sure,Probably would buy,Average value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1262,Multi-benefit / Other,Luzon,Male,36–45,"PHP 18,001–25,000",5,3,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Very relevant,Definitely would buy,Very poor value,A little higher,Brightens skin tone|Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1263,Multi-benefit / Other,Luzon,Female,46–59,"PHP 40,001–60,000",6,2,Normal,Keeps skin hydrated|Gentle / non-irritating|Deep cleansing,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Definitely would buy,Somewhat poor value,A lot lower,Brightens skin tone,,,,,,,,,,,,,,,,,,,,,,,,,,
R1264,Multi-benefit / Other,Luzon,Female,18–24,"PHP 25,001–40,000",4,2,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Difficult to find in store,,Somewhat irrelevant,Might or might not,Very good value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1265,Multi-benefit / Other,Mindanao,Female,46–59,"PHP 10,001–18,000",3,2,Normal,Controls excess oil|Deep cleansing|Smells pleasant,True,Beauty influencer,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Did not like / relate to TV ad,,Not sure,Might or might not,Very poor value,A lot higher,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1266,Multi-benefit / Other,Luzon,Female,18–24,"PHP 18,001–25,000",6,2,Combination,Reduces dark spots & hyperpigmentation|Controls excess oil,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Definitely would buy,Somewhat poor value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1267,Multi-benefit / Other,Luzon,Female,25–35,"PHP 40,001–60,000",2,1,Normal,Brightens / evens skin tone|Keeps skin hydrated|Prevents breakouts,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Did not like / relate to TV ad,,Somewhat irrelevant,Probably would buy,Average value,A little higher,Brightens skin tone|Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1268,Multi-benefit / Other,Mindanao,Male,25–35,"PHP 100,001+",4,3,Sensitive,Prevents breakouts|Gentle / non-irritating|Smells pleasant,True,Facebook,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Might or might not,Very good value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1269,Multi-benefit / Other,Mindanao,Female,36–45,"PHP 18,001–25,000",2,2,Oily,Controls excess oil|Prevents breakouts|Deep cleansing,True,Beauty influencer,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Very irrelevant,Definitely would not,Very good value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1270,Multi-benefit / Other,Luzon,Female,18–24,"PHP 25,001–40,000",5,1,Dry,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Not convinced the brightening claim is real,,Somewhat irrelevant,Probably would buy,Average value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1271,Multi-benefit / Other,Visayas,Male,36–45,"PHP 40,001–60,000",6,2,Normal,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Gentle / non-irritating,True,Facebook,False,"Seen/heard, considering but haven't bought",False,Not convinced the brightening claim is real,,Somewhat irrelevant,Might or might not,Average value,About the same,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1272,Multi-benefit / Other,Visayas,Female,18–24,"PHP 18,001–25,000",4,2,Oily,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,True,Facebook,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not recommended by friends / family|Price too high for perceived benefit,,Somewhat relevant,Might or might not,Very good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1273,Multi-benefit / Other,Luzon,Male,18–24,"PHP 60,001–100,000",5,3,Combination,Deep cleansing,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Very relevant,Might or might not,Average value,About the same,Controls oil / prevents breakouts|Gentle on skin,,,,,,,,,,,,,,,,,,,,,,,,,,
R1274,Multi-benefit / Other,Mindanao,Male,36–45,"PHP 18,001–25,000",4,2,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1275,Multi-benefit / Other,Mindanao,Female,18–24,"PHP 18,001–25,000",6,2,Oily,Prevents breakouts|Deep cleansing|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1276,Multi-benefit / Other,Mindanao,Female,36–45,"PHP 18,001–25,000",2,2,Normal,Brightens / evens skin tone|Keeps skin hydrated|Controls excess oil,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1277,Multi-benefit / Other,Luzon,Female,18–24,"PHP 18,001–25,000",5,2,Combination,Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1278,Multi-benefit / Other,Mindanao,Female,36–45,"PHP 10,001–18,000",3,2,Normal,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TikTok,False,"Seen/heard, don't want to buy",False,Not recommended by friends / family,,Somewhat relevant,Might or might not,Very poor value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1279,Multi-benefit / Other,Visayas,Female,18–24,"PHP 100,001+",4,2,Dry,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1280,Multi-benefit / Other,Mindanao,Female,36–45,"PHP 10,001–18,000",4,2,Normal,Reduces dark spots & hyperpigmentation|Controls excess oil|Prevents breakouts,True,TikTok,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Might or might not,Very good value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1281,Multi-benefit / Other,Visayas,Female,25–35,"PHP 18,001–25,000",3,3,Dry,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1282,Multi-benefit / Other,Visayas,Female,36–45,"PHP 10,001–18,000",4,2,Oily,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not convinced the brightening claim is real,,Not sure,Probably would buy,Fairly good value,About the same,Brightens skin tone|Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1283,Multi-benefit / Other,Luzon,Female,46–59,"PHP 25,001–40,000",5,2,Combination,Deep cleansing,True,TikTok,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Difficult to find in store,,Not sure,Definitely would buy,Fairly good value,A little lower,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1284,Multi-benefit / Other,Mindanao,Male,18–24,"PHP 40,001–60,000",6,2,Oily,Prevents breakouts|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1285,Multi-benefit / Other,Mindanao,Female,18–24,"PHP 40,001–60,000",5,1,Oily,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Prevents breakouts,True,Beauty influencer,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Very relevant,Probably would buy,Average value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1286,Multi-benefit / Other,Mindanao,Male,46–59,"PHP 10,001–18,000",5,1,Dry,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Not sure,Might or might not,Fairly good value,About the same,Keeps skin hydrated|Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1287,Multi-benefit / Other,Luzon,Male,25–35,"PHP 40,001–60,000",4,2,Normal,Gentle / non-irritating|Deep cleansing|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1288,Multi-benefit / Other,Visayas,Female,25–35,"PHP 10,001–18,000",2,3,Oily,Controls excess oil|Gentle / non-irritating,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Probably would not,Average value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1289,Multi-benefit / Other,Mindanao,Female,25–35,"PHP 100,001+",3,2,Oily,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Prevents breakouts,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1290,Multi-benefit / Other,Visayas,Female,25–35,"PHP 25,001–40,000",2,3,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1291,Multi-benefit / Other,Visayas,Female,18–24,"PHP 18,001–25,000",6,3,Oily,Keeps skin hydrated|Controls excess oil|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1292,Multi-benefit / Other,Mindanao,Female,25–35,"PHP 10,001–18,000",4,3,Oily,Keeps skin hydrated|Controls excess oil|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
